,Location,Page_n,Title,Url,Date,Description,Clean_text
13223,Polska,3,Ministerstwo Zdrowia: Ponad 20 tys. zakażeń. Zmarło 301 osób,https://www.tvp.info/50557463/ogromny-wzrost-zakazen-koronawirusem-rekord-zgonow-i-przypadkow-padl-ponad-20-tysiecy-zakazen-koronawirus-raport-wieszwiecej,29.10.2020,"Wielomilionowy przetarg, niebezpieczne prace na dnie morza, spółka z mętną przeszłością. Za co firma, która wygrała konkurs na rozminowanie dna w Porcie Gdańskim, otrzymała z Urzędu Morskiego miliony złotych? Czy pieniądze mogły zostać wypłacone, mimo że prace nie zostały wykonane? Czy w Urzędzie Morskim w Gdyni mógł zadziałać układ biznesowo-urzędniczy? O bezpieczeństwie w Porcie Gdańskim i przy przekopie Mierzei Wiślanej w „Magazynie śledczym Anity Gargas” w czwartek o 22:30 w TVP1.",ERROR
13228,Polska,3,Jarosław Zieliński trafił do szpitala. Ma koronawirusa,https://www.tvp.info/50556185/jaroslaw-zielinski-trafil-do-szpitala-ma-koronawirusa-wieszwiecej,29.10.2020,"Czy rząd wprowadzi nowe obostrzenia wobec epidemii koronawirusa? W czwartek około godz. 12.30 na Stadionie Narodowym odbędzie się konferencja premiera Mateusza Morawieckiego. Jak mówi portalowi tvp.info rzecznik rządu, nie zapadły jeszcze decyzje odnośnie zaostrzenia restrykcji.",ERROR
13230,Polska,3,Będą nowe decyzje w walce z epidemią. Konferencja premiera,https://www.tvp.info/50554404/koronawirus-beda-nowe-obostrzenia-bedzie-pelny-lockdown-beda-nowe-decyzje-w-walce-z-epidemia-konferencja-premiera-na-stadionie-narodowym-wieszwiecej,29.10.2020,"Seniorzy, powstańcy i kombatanci otrzymali wsparcie w czasie epidemii. Było to możliwe dzięki działaniom PFN i Fundacji Pomocy na rzecz Żołnierzy Armii Krajowej im. gen. bryg. Leopolda Okulickiego ps. „Niedźwiadek”.",ERROR
13232,Polska,3,PFN wspiera seniorów i kombatantów w okresie pandemii,https://www.tvp.info/50554694/pfn-wspiera-seniorow-i-kombatantow-w-okresie-pandemii-wieszwiecej,29.10.2020,Oficjalne konto Strajku Kobiet na Twitterze wulgarnie zaatakowało Szymona Hołownię. Polityk w miniony wtorek skrytykował apel Jarosława Kaczyńskiego o obronę kościołów przed wandalizmem. Zarzucił prezesowi chęć „podpalenia kraju”. Organizatorki proaborcyjnych strajków nie są jednak zainteresowane wsparciem polityka.,ERROR
13263,Polska,5,"Chcą „tęczowego piątku”, mimo zagrożenia epidemią. Zdecydowana reakcja kuratora",https://www.tvp.info/50539820/koronawirus-a-teczowy-piatek-reaguje-kurator-oswiaty-wieszwiecej,28.10.2020,"Warszawski radny Prawa i Sprawiedliwości Tomasz Herbich poinformował, że w nocy doszło do ataku na jego biuro. Akt wandalizmu polityk wiąże z protestami po orzeczeniu Trybunału Konstytucyjnego w sprawie niekonstytucyjności tzw. aborcji eugenicznej.",ERROR
13280,Polska,6,Ministerstwo Zdrowia: Najwięcej zakażeń i zgonów od początku epidemii,https://www.tvp.info/50535958/koronawirus-raport-nowe-przypadki-w-polsce-kolejne-zgony-nowe-dane-ministerstwa-zdrowia-sroda-28-pazdziernika-rekord-zakazen-najwiecej-na-mazowszu-bedzie-calkowity-lockdown-wieszwiecej,28.10.2020,"Wobec zapowiadanych przez liderów i organizatorów protestów kolejnych prób aktów agresji i profanacji, podlegająca mi policja będzie podejmowała zdecydowane działania. Celem policji zawsze było i pozostaje zapewnienie porządku publicznego oraz bezpieczeństwa wszystkim obywatelom – oświadczył minister spraw wewnętrznych Mariusz Kamiński.",ERROR
13288,Polska,6,Koronawirus w Warszawie i na Mazowszu. Raport 28.10 – razem ponad 40 tys. zakażeń,https://www.tvp.info/50534523/koronawirus-warszawa-i-mazowsze-rekord-zakazen-raport-sroda-28-pazdziernika-stan-epidemii-covid-19-nowe-zakazenia-zgony-ozdrowiency-statystyki-mapa-koronawirusa-w-polsce-wieszwiecej,28.10.2020,"Zachorowałam nagle i bardzo ciężko, nie przypuszczałam nawet, że może to być COVID-19 – powiedziała w TVP Info dziennikarka Agata Puścikowska, która miała koronawirusa. Jak wyznała, na początku miała objawy ciężkiej anginy, lecz po kilku dniach straciła smak i węch.  – Do tego doszły potworne bóle mięśniowe, takie poza skalą. Poszło mi na płuca, przeszłam zapalenie płuc, to już jest niebezpieczne – dodała.",ERROR
13290,Polska,6,"Dziennikarka wyznała, jak przeszła koronawirusa. „Potworny ból poza skalą”",https://www.tvp.info/50534602/dziennikarka-agata-puscikowska-wyznala-jak-przeszla-koronawirusa-potworny-bol-poza-skala-wieszwiecej,28.10.2020,"Funkcjonariusze CBA zatrzymali właściciela spółki z Warszawy, który jest podejrzany o wyłudzenie około 1,3 mln zł. Usłyszał zarzuty, decyzją sądu trafił na trzy miesiące do aresztu.",ERROR
13299,Polska,6,"„Ile trzeba podłości, by tak postępować w trakcie pandemii?” Schreiber pyta władze PO",https://www.tvp.info/50528297/schreiber-skrytykowal-zarzad-krajowy-po-za-poparcie-ogolnopolskiego-strajku-kobiet-wieszwiecej,27.10.2020,"Na środę zapowiedziano ogólnopolski strajk kobiet. Wszystkie pracownice urzędu, które zamierzają do niego dołączyć, mają do tego prawo i mogą liczyć na naszą przychylność – zaznaczył prezydent Poznania Jacek Jaśkowiak.",ERROR
13308,Polska,7,Prof. Simon o zagrożeniu koronawirusem. Lekarz zmienił zdanie,https://www.tvp.info/50526083/prof-simon-o-zagrozeniu-koronawirusem-wieszwiecej,27.10.2020,"Posłowie Lewicy usprawiedliwiają akty wandalizmu ze strony zwolenników aborcji. – Jeżeli gdzieś logiem „Strajku Kobiet”, czy napisami „Strajk Kobiet”, „Piekło Kobiet” ktoś maluje na tramwajach, to będzie dokładnie jak ze znakami, które malowano na murach. Znakami Polski Walczącej, Armii Krajowej, Solidarności, czy Pomarańczowej Alternatywy. Było wiele takich akcji ulicznych. Kiedy ludzie nie mogli prezentować poglądów, to dopuszczali się tego typu działalności quasi-artystycznej – powiedziała portalowi tvp.info posłanka Lewicy Anita Kucharska-Dziedzic.",ERROR
13344,Polska,9,"Koronawirus: 16,3 tys. nowych zakażeń, ponad 3,5 tys. na Mazowszu [MAPA]",https://www.tvp.info/50517899/koronawirus-w-polsce-najnowsze-dane-raport-wtorek-27-pazdziernika-gdzie-nowe-zakazenia-zgony-mapa-covid-19-epidemia-koronawirusa-statystyki-ozdrowiency-zgony-rekordy-zakazen-ministerstwo-zdrowia-wieszwiecej,27.10.2020,"O co toczy się spór? Warto zadać sobie podstawowe pytanie i niech każdy w sumieniu sobie na to odpowie, czy to spór o danie życia osobom z zespołem Downa, czy spór o niczym nieskrępowaną aborcję – powiedział premier Mateusz Morawiecki. – Kobiety nie powinny być zmuszane do aktów heroizmu. Stąd ten zapis o życiu i zdrowiu kobiety – stwierdził, odnosząc się do wyroku TK.",ERROR
13354,Polska,9,Koronawirus w Europie. Jak wypada Polska pod względem nowych zakażeń?,https://www.tvp.info/50516368/koronawirus-w-europie-ecdc-polska-11-pod-wzgledem-nowych-zakazen-koronawirusem-5-miejsce-w-liczbie-zgonow-na-covid-19-wieszwiecej,27.10.2020,"We wszystkich województwach w kraju wciąż są wolne łóżka covidowe, choć liczba wolnych respiratorów się zmniejsza. Tam, gdzie liczba zajętych łóżek zbliża się do liczby wszystkich dostępnych, wojewodowie deklarują stałe poszerzanie bazy wraz z zapotrzebowaniem.",ERROR
13355,Polska,9,Koronawirus w Warszawie i na Mazowszu. Raport 27.10 – stan zajętych łóżek i respiratorów,https://www.tvp.info/50516274/koronawirus-warszawa-i-mazowsze-nowe-dane-zakazenia-i-zgony-raport-wtorek-27-pazdziernika-mapa-covid-19-w-polsce-statystyki-ozdrowiency-liczba-wolnych-lozek-i-respiratorow-wieszwiecej,27.10.2020,"Rząd uruchomił Solidarnościowy Korpus Wsparcia Seniorów. – Dzwoniąc pod bezpłatny numer telefonu 22-505-11-11 osoby starsze mogą zwrócić się o pomoc np. w zrobieniu zakupów i robią to chętnie – poinformowała minister rodziny i polityki społecznej Marlena Maląg. Jak dodaje, zgłosiło się już ok. 3 tys. osób.",ERROR
13356,Polska,9,W całej Polsce wolne łóżka covidowe i respiratory,https://www.tvp.info/50516131/koronawirus-w-polsce-wolne-lozka-covidowe-i-respiratory-wieszwiecej,27.10.2020,"Utworzenie funduszu celowego na zakup testów m.in. dla pracowników medycznych i osób powyżej 60 lat to jedna ze zmian do tzw. ustawy covidowej, którą w głosowaniach w nocy z poniedziałku na wtorek poparli senatorowie. Izba rozpatrzyła 55 poprawek do nowelizacji niektórych ustaw w związku z przeciwdziałaniem sytuacjom kryzysowym związanym z wystąpieniem COVID-19 i poparła ponad 40 z nich.",ERROR
13357,Polska,9,Przybywa wolontariuszy i organizacji chcących wspierać seniorów w czasie epidemii,https://www.tvp.info/50516138/koronawirus-przybywa-wolontariuszy-i-organizacji-chcacych-wspierac-seniorow-w-czasie-epidemii-wieszwiecej,27.10.2020,"Szybkie testy na Covid-19 przejęli hiszpańscy policjanci podczas międzynarodowej operacji wymierzonej narkogang kiboli Cracovii. Na Półwyspie Iberyjskim zatrzymano trzech gangsterów. W tym samym czasie w Polsce ujęto pięciu ich kompanów, a pięciu kolejnych, w tym lidera kibolskiej bojówki „Mastera”, doprowadzono do małopolskich „pezetów” z aresztów.",ERROR
13358,Polska,9,Senat wprowadził poprawki do ustawy covidowej. Projekt wraca do Sejmu,https://www.tvp.info/50515970/koronawirus-senat-wprowadzil-poprawki-do-ustawy-covidowej-wieszwiecej,27.10.2020,"Trwa atak środowisk lewicowych na kościół św. Aleksandra na pl. Trzech Krzyży w Warszawie. Drzwi do budynku bronią działacze środowisk narodowych i policjanci. Jak można przeczytać w mediach społecznościowych, w ich stronę poleciały petardy i szkło.",ERROR
13398,Polska,1,„Koronawirus szpital”. Nowy program TVP Info o walce z epidemią,https://www.tvp.info/50502265/koronawirus-szpital-nowy-program-tvp-info-o-walce-z-epidemia-wieszwiecej,26.10.2020,"Nie dajmy ulicy manipulować treścią wyroku Trybunału Konstytucyjnego – napisała na Twitterze sędzia TK prof. Krystyna Pawłowicz. Jak podkreśliła, wyrok Trybunału wejdzie w życie dopiero po jego publikacji.",ERROR
13399,Polska,1,"Premier: Wierzę, że przejdziemy pandemię zwycięsko, ale musimy się zmobilizować",https://www.tvp.info/50501845/koronawirus-polska-zakazenia-premier-wierze-ze-przejdziemy-pandemie-zwyciesko-ale-musimy-przestrzegac-obostrzen-wieszwiecej,26.10.2020,"Atakowali księży, niszczyli świątynie katolickie i bezcześcili pomniki Jana Pawła II. Zachowania demonstrantów w ten weekend przekroczyły kolejne granice. „Ataków na bramy i mury kościołów nie da się ani uzasadnić ani obronić” – komentuje w sieci Arleta Zalewska z TVN. „Co dalej zrobi Strajk Kobiet? Zacznie podpalać?” – dopytuje Andrzej Gajcy z Onetu.",ERROR
13402,Polska,2,Ministerstwo Zdrowia: Ponad 10 tys. zakażeń. Najwięcej ponownie na Mazowszu,https://www.tvp.info/50501665/koronawirus-gdzie-nowe-przypadki-nowe-dane-o-epidemii-ponad-10-tysiecy-nowych-zakazen-raport-mapa-i-zasieg-koronawirusa-wieszwiecej,26.10.2020,"Apelujemy do części nieodpowiedzialnych polityków oraz części przedstawicieli mediów komercyjnych, aby powstrzymali emocje i eskalację tego, co wczoraj miało miejsce, bo doprowadzi to ostatecznie do tragedii –  oświadczył szef Komitetu Wykonawczego PiS Krzysztof Sobolewski.",ERROR
13415,Polska,2,Koronawirus w Warszawie i na Mazowszu. Raport 26.10 – 10 tys. zakażeń w tydzień,https://www.tvp.info/50499869/koronawirus-warszawa-i-mazowsze-mapa-zakazen-covid-19-w-polsce-poniedzialek-26-pazdziernika-gdzie-nowe-zakazenia-kolejne-zgony-wojewodztwo-mazowieckie-na-czele-statystyki-ozdrowiency-infekcje-sars-cov-2-wieszwiecej,26.10.2020,"– Kontrolę czy inicjatywę w sprawie tych protestów przejęły środowiska bardzo skraje, które w radykalny sposób wchodzą tak naprawdę w nasze życie – stwierdził w programie „Strefa starcia” Krzysztof Ciecióra z Porozumienia komentując sprawę profanacji i aktów wandalizmu, do których doszło przy okazji protestów przeciw wyrokowi TK ws. aborcji eugenicznej. Wiceprezes PSL Urszula Pasławska uważa z kolei, że to na rządzącym PiS leży odpowiedzialność za uspokojenie nastrojów społecznych. Tomasz Latos z PIS przypomniał, że ataki na kościół ze strony polityków mają miejsce od dawna i to one leżą u podstawy wrogiego nastawienia części społeczeństwa do instytucji.",ERROR
13430,Polska,3,Minister Błaszczak po kwarantannie zrobił test na koronawirusa. Jest wynik,https://www.tvp.info/50494184/koronawirus-w-polsce-nowe-dane-szef-mon-minister-mariusz-blaszczak-zakazony-otrzymal-pozytywny-wynik-testu-na-covid-19-wieszwiecej,25.10.2020,Dziewięciolatka została dotkliwie pogryziona przez psa w Boguszowie-Gorcach na Dolnym Śląsku – informuje portal rmf24.pl. Dziewczynka w ciężkim stanie została przewieziona do szpitala.,ERROR
13439,Polska,3,"Wiadomo, kiedy pandemia COVID-19 może zacząć wygasać",https://www.tvp.info/50491639/koronawirus-dr-ernest-kuchar-koniec-obecnej-fali-pandemii-moze-nastapic-w-maju-lub-czerwcu-2021-roku-wieszwiecej,25.10.2020,W niedzielę proaborcyjni aktywiści wyrzucili śmieci z budowy na schody kościoła parafii św. Jana Kantego w Krakowie w niedzielę. O zdarzeniu poinformował na Twitterze radny PiS Dariusz Matecki.,ERROR
13449,Polska,4,"Koronawirus: Ponad 11,7 tys. zakażeń. Najnowsze dane o epidemii w Polsce",https://www.tvp.info/50490677/koronawirus-polska-pandemia-covid-19-ponad-117-tys-zakazen-najnowsze-dane-o-epidemii-w-polsce-wieszwiecej,25.10.2020,"– Biorąc pod uwagę stan epidemiczny w którym się znajdujemy, niestety nie mam możliwości organizowania zgromadzeń spontanicznych. To było zgromadzenie nielegalne, ponieważ na miejscu nie pojawił się organizator. Były próby nawiązania kontaktu z organizatorem ze strony policji i przedstawicieli miasta, ale nie odbierał połączeń, co oznacza, że zgromadzenie nie zostało rozpoczęte było spontaniczne. Skakano po radiowozach, w policjantów rzucane były kamienie, szklane butelki i petardy. Jeden z policjantów został zabrany do szpitala, któremu udzielono pomocy medycznej – powiedział nadkomisarz Sylwester Marczak z KSP.",ERROR
13459,Polska,4,Atak na ekipę TVP. Antycovidowcy użyli pięści i gazu łzawiącego [WIDEO],https://www.tvp.info/50484245/koronawirus-polska-przeciwnicy-obostrzen-zaatakowali-ekipe-tvp-uzyli-gazu-pieprzowego-wieszwiecej,24.10.2020,"Były premier Donald Tusk wyraził poparcie dla uczestników antyrządowych zajść organizowanych pod pretekstem sprzeciwu wobec obowiązującej na mocy konstytucji zasady ochrony życia ludzkiego. Gdy stał na czele rządu, sprzeciwiał się manifestacjom, choć wówczas nie było zagrożenia epidemicznego.",ERROR
13461,Polska,5,Tusk jako premier nie chciał manifestacji. Ale w czasie pandemii je popiera,https://www.tvp.info/50482371/donald-tusk-popiera-manifestacje-w-czasie-prezydencji-ich-nie-chcial-wieszwiecej,24.10.2020,"– Nie pozwolimy na fizyczną agresję wobec funkcjonariuszy i ich atakowanie – zapewnia Komenda Stołeczna Policji. Jej rzecznik prasowy, nadkom. Sylwester Marczak, poinformował, że zatrzymano niektórych uczestników zgromadzenia osób negujących pandemię, które zbierają się na pl. Defilad w Warszawie.",ERROR
13462,Polska,5,Jaka będzie liczba zakażeń w najbliższych dniach? Wirusolog prognozuje,https://www.tvp.info/50482579/koronawirus-polska-covid-19-jaka-bedzie-liczba-zakazen-w-najblizszych-dniach-wirusolog-prof-wlodzimierz-gut-prognozuje-wieszwiecej,24.10.2020,"Czuję się dobrze i najbliższe dni spędzę w samoizolacji. Będę pracował zdalnie, nie ma z tym żadnego problemu, jestem w pełni sił. Mam nadzieję, że tak pozostanie – powiedział w nagraniu prezydent Andrzej Duda, u którego stwierdzono zakażenie koronawirusem.",ERROR
13467,Polska,5,"Budka promuje nielegalne zgromadzenia. Tak mówił w marcu, przy 193 zakażeniach",https://www.tvp.info/50481770/aborcja-lider-po-borys-budka-promuje-protesty-po-orzeczeniu-trybunalu-konstytucyjnego-publicysta-przypomina-slowa-polityka-ws-majowych-wyborow-z-poczatku-epidemii-covid-19-gdy-mowil-o-krwi-na-rekach-rzadzacych-wieszwiecej,24.10.2020,"Eksperci i wirusolodzy przestrzegają: brak dystansu i liczne protesty mogą spowodować kolejną falę zachorowań na Covid-19. Od czwartku w Polsce trwają manifestacje zwolenników liberalizacji aborcji i przeciwników orzeczenia Trybunału Konstytucyjnego w tej sprawie. W marcu, na początku epidemii, wielotysięczne manifestacje feministek przetoczyły się przez Hiszpanię, a kraj szybko stał się głównym ogniskiem koronawirusa. Sprawdziliśmy, jak wzrosła tam wówczas liczba zakażonych i zmarłych.",ERROR
13469,Polska,5,Jak wzrosła liczba zakażonych i zmarłych po manifestacjach feministek w Hiszpanii,https://www.tvp.info/50481446/aborcja-protesty-warszawa-koronawirus-jak-wzrosla-liczba-zakazonych-i-zmarlych-po-manifestacjach-feministek-w-hiszpanii-eksperci-ostrzegaja-protesty-po-orzeczeniu-trybunalu-konstytucyjnego-moga-wywolac-kolejna-fale-epidemii-covid-19-wieszwiecej,24.10.2020,"Przedstawienie negatywnego wyniku testu na obecność koronawirusa lub przejście dwutygodniowej kwarantanny. To wymogi obowiązujące od niedzieli, aby wjechać z Polski do Niemiec. Polska znalazła się na niemieckiej liście krajów zaliczanych do obszarów zagrożenia koronawirusowego.",ERROR
13474,Polska,5,"Chorowała na Covid-19, teraz wyprowadza ludzi na ulicę",https://www.tvp.info/50480815/aborcja-maja-ostaszewska-wzywa-ludzi-do-protestow-na-nowogrodzkiej-aktorka-niedawno-byla-zakazona-koronawirusem-chorowala-na-covid-19-wieszwiecej,24.10.2020,"O odwołanie mszy św. i nabożeństw na cmentarzach w uroczystość Wszystkich Świętych zaapelował prymas Polski abp Wojciech Polak. Prymas zwrócił się też z prośbą, by 1 listopada nie organizować na cmentarzach tradycyjnych procesji.",ERROR
13479,Polska,5,Koronawirus: Najwięcej zgonów od początku pandemii,https://www.tvp.info/50480316/koronawirus-w-polsce-nowe-dane-sobota-24-pazdziernika-gdzie-nowe-zakazenia-kolejne-zgony-raport-ministerstwa-zdrowia-mapa-covid-19-cala-polska-w-czerwonej-strefie-stan-epidemii-koronawirusa-statystyki-ozdrowiency-miejsca-w-szpitalach-respiratory-rekordy-zakazen-wieszwiecej,24.10.2020,Biuro posłanki PiS Violetty Porowskiej zostało zaatakowane. Sprawcy namalowali na fasadzie budynku wulgarne napisy: „j***ć PiS” i „wypier***ać”.,ERROR
13485,Polska,6,Prezydent Andrzej Duda wykonał test na koronawirusa. Jest wynik,https://www.tvp.info/50479655/koronawirus-prezydent-andrzej-duda-zakazony-koronawirusem-otrzymal-pozytywny-wynik-testu-jaki-jest-stan-zdrowia-prezydenta-rzecznik-blazej-spychalski-andrzej-duda-czuje-sie-dobrze-wieszwiecej,24.10.2020,"Ponad 40 proc. z dwóch tysięcy nowo odnotowanych na Mazowszu zakażeń koronawirusem przypada na stolicę, gdzie łączna liczba przypadków Covid-19 przekroczyła już 13 tys. Rośnie liczba osób hospitalizowanych – z danych Wojewódzkiej Stacji Sanitarno-Epidemiologicznej wynika, że zajęte są dwa na trzy łóżka. W ostatnich godzinach zmarło 20 pacjentów.",ERROR
13487,Polska,6,Koronawirus w Warszawie i na Mazowszu. Raport 24.10 – ponad dwa tysiące zakażeń,https://www.tvp.info/50479302/koronawirus-warszawa-i-mazowsze-mapa-zakazen-sobota-24-pazdziernika-najnowsze-dane-gdzie-nowe-zakazenia-kolejne-zgony-pacjentow-z-covid-19-stan-epidemii-ozdrowiency-infekcje-statystyki-szpital-respiratory-koronawirus-w-polsce-rekord-zakazen-wieszwiecej,24.10.2020,"Sławomir Nitras upomina protestujących na ulicach oraz wypowiadających się w mediach, aby nie używali wulgaryzmów, bo to zraża i „nie służy sprawie”. W języku, przed którym przestrzegał, odpowiedziała mu jedna z internautek. „Jak Cię Sławek szanowałam, tak Ci dziś powiem – Wypier***aj! - napisała na Twitterze Anna nieMaria, podająca się jako miłośniczka książek, brzydząca się Kościołem katolickim.",ERROR
13492,Polska,6,W Ciechocinku powstanie szpital uzupełniający dla pacjentów „covidowych”,https://www.tvp.info/50474164/koronawirus-ciechocinek-szpital-uzupelniajacy-wieszwiecej,23.10.2020,"- Feministki twierdzą, że działają na rzecz kobiet, ale w swoich działaniach zwalniają mężczyzn z odpowiedzialności, mówiąc, że kwestia urodzenia dziecka to tylko i wyłącznie sprawa kobiety - oceniła w Polskim Radiu 24 Anita Czerwińska, rzecznik PiS.",ERROR
13495,Polska,6,Premier: Sytuacja epidemiczna jest bardzo poważna; solidarni – zwyciężymy!,https://www.tvp.info/50473256/koronawirus-premier-sytuacja-epidemiczna-jest-bardzo-powazna-solidarni-zwyciezymy-wieszwiecej,23.10.2020,"Była działaczka Platformy Obywatelskiej Aleksandra Wasilewska przypomina profesorom Andrzejowi Zollowi i Andrzejowi Rzeplińskiemu ich własne decyzje i wypowiedzi w sprawie aborcji. Obaj, krytyczni wobec obecnego Trybunału Konstytucyjnego, byli kiedyś jego przewodniczącymi. Wasilewskiej pozbyto się z szeregów PO za krytykę wypowiedzi Małgorzaty Kidawy-Błońskiej w czasie prezydenckiej kampanii.",ERROR
13509,Polska,7,"Prof. Horban: W tej chwili mamy do czynienia z odmianą wirusa, która łatwiej zakaża",https://www.tvp.info/50466953/prof-andrzej-horban-w-tej-chwili-mamy-do-czynienia-z-odmiana-wirusa-ktora-latwiej-zakaza-wieszwiecej,23.10.2020,"Lokale gastronomiczne: puby, restauracje, kawiarnie nie będą mogły prowadzić działalności tak jak dotychczas; będą mogły wydawać jedzenie na wynos i je dowozić; będzie to obowiązywać przez dwa tygodnie, z możliwością przedłużenia – poinformował premier Mateusz Morawiecki.",ERROR
13516,Polska,7,"MZ: 13,6 tys. nowych zakażeń, ponad 2 tys. na Mazowszu [MAPA]",https://www.tvp.info/50465184/koronawirus-w-polsce-nowe-zakazenia-i-zgony-dane-ministerstwa-zdrowia-mapa-epidemia-covid-19-raport-piatek-23-pazdziernika-statystyki-zakazenia-zgony-ozdrowiency-respiratory-szpitale-beda-nowe-obostrzenia-polska-w-czerwonej-strefie-wieszwiecej,23.10.2020,"Mieliśmy do czynienia z dużą agresją; część osób zachowywała się bardzo agresywnie, rzucała kamieniami w policjantów. W przypadku agresji uczestnicy muszą liczyć się z reakcją policjantów – powiedział nadkom. Sylwester Marczak, rzecznik prasowy Komendy Stołecznej Policji. Po czwartkowym wyroku TK ws. aborcji, środowiska lewicowe manifestowały w kolejnych częściach Warszawy.  Jak zaznaczył Marczak, choć zgromadzenie było nielegalne, funkcjonariusze dbali o bezpieczeństwo jego uczestników.",ERROR
13523,Polska,8,Niedzielski o prognozach związanych z epidemią: Musimy ostro wyhamować,https://www.tvp.info/50464086/koronawirus-adam-niedzielski-musimy-ostro-wyhamowac-wieszwiecej,23.10.2020,"Po wyroku TK ws. aborcji, środowiska lewicowe manifestowały w kolejnych częściach Warszawy. Późnym wieczorem tłum protestujących – mimo apeli policji o respektowanie obostrzeń związanych z epidemią – przeszedł przed dom Jarosława Kaczyńskiego na Żoliborzu. Tam, jak wynika z nagrań opublikowanych w sieci, w stronę funkcjonariuszy poleciały m.in. kamienie i jajka. Przy pomocy baneru z wulgarnym napisem „Wypierd***”, policjantów próbowano też zepchnąć z jezdni.",ERROR
13534,Polska,8,Premier zachęca do korzystania z aplikacji „STOP COVID”,https://www.tvp.info/50455677/koronawirus-premier-mateusz-morawiecki-zacheca-do-korzystania-z-aplikacji-stop-covid-wieszwiecej,22.10.2020,"– Żadna kobieta i dziecko nie pozostaną bez pomocy. Program „Za życiem” zostanie poszerzony, aby zapewnić opiekę każdemu dziecku rodzącemu się z poważną chorobą czy wadami – przekazała PAP rzeczniczka PiS Anita Czerwińska. To reakcja na czwartkowe orzeczenie Trybunału Konstytucyjnego, który uznał za niekonstytucyjne przepisy zezwalające na tzw. aborcję eugeniczną. Czerwińska zapowiedziała także powołanie nadzwyczajnej komisji, która przedstawi nowelizację przepisów.",ERROR
13535,Polska,8,Prezydent zaprosił premiera i ministrów. Spotkanie w BBN w sprawie epidemii,https://www.tvp.info/50449498/koronawirus-prezydent-zaprosil-premiera-i-ministrow-spotkanie-w-bbn-w-sprawie-epidemii-wieszwiecej,22.10.2020,"Były prezenter radiowej Trójki Wojciech Mann w rozmowie z Tomaszem Lisem.
stwierdził, że „ludzie się wstydzą tego, że mają polskie obywatelstwo – ja mówię o ludziach rozumnych i takich, którzy kawałek świata widzieli” – powiedział. Do jego wypowiedzi odniósł się legendarny trener polskiej reprezentacji piłki nożnej Jacek Gmoch.",ERROR
13545,Polska,9,Sejm przyjął ustawę covidową. Projekt PiS poparła zdecydowana większość posłów,https://www.tvp.info/50449974/sejm-przyjal-ustawe-covidowa-rozwiazania-dotyczace-walki-z-koronawirusem-wieszwiecej,22.10.2020,"– Polskie Stowarzyszenie Obrońców Życia Człowieka z uznaniem i wdzięcznością przyjęło wyrok Trybunału Konstytucyjnego – czytamy w specjalnym oświadczeniu jednej z największych organizacji pro-life w Polsce. Trybunał orzekł dziś, że przepis zezwalający na dopuszczalność aborcji w przypadku dużego prawdopodobieństwa ciężkiego i nieodwracalnego upośledzenia płodu albo nieuleczalnej choroby zagrażającej jego życiu jest niezgodny z konstytucją.",ERROR
13551,Polska,9,Zakażony prezydent Zielonej Góry: Chętnie bym cofnął słowa o „koronaściemie”,https://www.tvp.info/50450123/koronawirus-covid-19-zielona-gora-zakazony-prezydent-janusz-kubicki-zaluje-slow-o-koronasciemie-wieszwiecej,22.10.2020,Polacy w większości popierają podjęte przez rząd działania zmierzające do ograniczenia rozprzestrzeniania się koronawirusa – pokazuje najnowsze badanie  pracowni Estymator dla serwisu DoRzeczy.pl.,ERROR
13553,Polska,9,Działania rządu dotyczące koronawirusa. W sondażu zapytano o ich ocenę,https://www.tvp.info/50449272/koronawirus-sondaz-estymatora-polacy-w-wiekszosci-popieraja-dzialania-rzadu-w-zwalczaniu-pandemii-wieszwiecej,22.10.2020,„Tego z TVP PiS się nie dowiecie” – zarzekał się w trakcie debaty wyborczej przed rokiem poseł KO Witold Zembaczyński. Zgodnie z czwartkowym wyrokiem sądu polityk ma przeprosić TVP3 Opole za naruszenie dóbr osobistych stacji – informuje dyrektor opolskiego oddziału Telewizji Polskiej Mateusz Magdziarz.,ERROR
13554,Polska,9,Współtwórca polskiego leku na Covid-19 apeluje: Oddawajcie osocze,https://www.tvp.info/50449322/koronawirus-apel-o-oddawanie-osocza-dla-chorych-na-covid-19-glos-zabral-senator-grzegorz-czelej-wspoltworca-polskiego-leku-na-koronawirusa-wieszwiecej,22.10.2020,"Kilka dni temu informowaliśmy o czarnej zjawie, którą zaobserwowano w lasach Doliny Baryczy. Lasy Państwowe informują, że w okolicach Piotrkowa pojawiło się przeciwieństwo „czarnego księcia” – śnieżnobiały osobnik leucystyczny. „Równowaga w przyrodzie musi być” – dodają.",ERROR
13559,Polska,9,Konfederacja ostro ws. epidemii. Chcą rewolucyjnych zmian w szkołach,https://www.tvp.info/50448406/koronawirus-w-polsce-konfederacja-domaga-sie-podzielenia-klas-w-szkolach,22.10.2020,"Piotr Müller miał kontakt z osobą zakażoną; z tego powodu został objęty obowiązkową kwarantanną. Rzecznik rządu poinformował o tym na antenie wPolsce.pl. Odpowiedział na pytanie, czy premier Mateusz Morawiecki także będzie musiał się poddać izolacji.",ERROR
