,Location,Page_n,Title,Url,Date,Description,Clean_text
2800,Świat,1,"Prezydent Brazylii pozdrawia tłum plażowiczów, mimo pandemii [WIDEO]",https://www.tvp.info/51620792/pandemia-koronawirusa-brazylia-prezydent-jair-bolsonaro-plywa-przy-plazy-i-pozdrawia-tlum-ludzi,2.01.2021,"Prezydent Brazylii rozpoczął Nowy Rok od skoku z łodzi do wody. Popłynął do tłumu zebranego na plaży w Praia Grande w stanie São Paulo. Zrobił to mimo pogarszających się skutków pandemii w Brazylii. Jair Bolsonaro opublikował w mediach społecznościowych wideo, na którym widać także towarzyszących mu ochroniarzy.",ERROR
2803,Świat,1,Koronawirus w Niemczech. Poważne problemy z akcją szczepień,https://www.tvp.info/51617402/koronawirus-w-niemczech-powazne-problemy-z-akcja-szczepien-przeciw-covid-19,2.01.2021,"Ta cała akcja szczepień jest zaprzeczeniem naszego głębokiego przekonania, że Niemcy to kraj porządku, w którym wszystko funkcjonuje zamienicie – powiedział korespondent TVP w Niemczech Cezary Gmyz. Dziennikarz informuje, że u naszego zachodniego sąsiada akcja szczepień jest przygotowana „zarówno przez władze federalne, jak i władze poszczególnych krajów związkowych wyjątkowo nieudolnie”.",ERROR
2804,Świat,1,Wielka Brytania. Najwyższa liczba zakażeń od początku pandemii,https://www.tvp.info/51617852/pandemia-koronawirusa-najwyzsza-liczba-zakazen-w-wielkiej-brytanii,2.01.2021,"Nowy rekord liczby przypadków koronawirusa w Wielkiej Brytanii.  W ciągu ostatniej doby odnotowano 57 725 zakażeń i 445 zgonów – podaje Sky News. Łączna liczba osób, która zmarła na COVID-19 w Wielkiej Brytanii od początku pandemii to 74 570.",ERROR
2810,Świat,1,Tragiczny grudzień w USA. Ponad 77 tys. osób zmarło na COVID-19,https://www.tvp.info/51614290/tragiczny-grudzien-w-usa-ponad-77-tys-osob-zmarlo-na-covid-19,2.01.2021,"Uniwersytet Johnsa Hopkinsa (UJH) w Baltimore poinformował w piątek w nocy, że w ciągu ostatniej doby zarejestrowano w USA 3419 ofiar śmiertelnych COVID–19. Obecność koronawirusa potwierdzono u 227 315 kolejnych osób.",ERROR
2815,Świat,1,Koronawirus w Brazylii. Minuta ciszy w szpitalach na powitanie Nowego Roku,https://www.tvp.info/51611503/koronawirus-w-brazylii-pandemia-nie-ustepuje,2.01.2021,"W Brazylii zarejestrowano ponad 24,6 tys. nowych potwierdzonych przypadków infekcji koronawirusem w ciągu doby. 462 osoby zmarły  - poinformowało w piątek ministerstwo zdrowia tego kraju.",ERROR
2821,Świat,2,Koronawirus. Francja wydłuża godzinę policyjną w kilkunastu miejscach,https://www.tvp.info/51606884/koronawirus-francja-wydluza-godzine-policyjna-w-kilkunastu-departamentach,1.01.2021,Francja wydłuża godzinę policyjną w 15 departamentach z powodu wzrostu liczby zachorowań na koronawirusa. Nowe przepisy mają obowiązywać od jutra. Za tydzień francuski rząd podejmie decyzję o możliwym przedłużeniu tych ograniczeń.,ERROR
2830,Świat,2,Po wizycie zakażonego Mikołaja w domu opieki zmarło 26 osób,https://www.tvp.info/51593008/w-belgii-w-domu-opieki-zmarlo-26-osob-po-wizycie-zakazonego-mikolaja-tvp-info,31.12.2020,"W domu opieki w belgijskim mieście Mol, w pobliżu Antwerpii, zmarło 26 osób po kontakcie z zakażonym świętym Mikołajem, u którego koronawirusa wykryto dopiero po wizycie w tej placówce – podaje AFP.",ERROR
2835,Świat,2,Rekord zakażeń w Czechach. Wstrzymano planowe operacje i zabiegi,https://www.tvp.info/51589120/koronawirus-czechy-rekord-zakazen-wstrzymano-planowe-operacje-i-zabiegi,31.12.2020,"Czesi zanotowali kolejny dobowy rekord zakażeń - 16 939 osób. Ministerstwo zdrowia nakazało wstrzymanie od czwartku planowych operacji i zabiegów, by przygotować w szpitalach miejsca dla chorych na COVID-19. W najbliższych dniach spodziewany jest dalszy wzrost liczby chorych.",ERROR
2841,Świat,3,Brazylia bez szczepień i z wysokim wynikiem nowych zakażeń koronawirusem,https://www.tvp.info/51582580/koronawirus-brazylia-bez-szczepien-i-z-wysokim-wynikiem-nowych-zakazen-koronawirusem,31.12.2020,W ciągu ostatniej doby w Brazylii zarejestrowano 55 649 nowych przypadków zakażenia koronawirusem i 1194 kolejne zgony - poinformowało w środę wieczorem czasu miejscowego brazylijskie ministerstwo zdrowia.,ERROR
2844,Świat,3,USA: Potwierdzono przypadki nowej odmiany koronawirusa,https://www.tvp.info/51578700/usa-potwierdzono-przypadki-nowej-odmiany-koronawirusa,31.12.2020,"W Kalifornii potwierdzono pierwszy przypadek nowej odmiany koronawirusa, pierwotnie odkrytej w Wielkiej Brytanii. Poinformował o tym gubernator stanu Gavin Newsom. Nowy wariant patogenu zdiagnozowano u pacjenta w południowej części stanu.",ERROR
2851,Świat,3,"Polska może przekazać Ukrainie 1,5 mln dawek szczepionki przeciwko COVID-19",https://www.tvp.info/51573773/wiceszef-msz-ukrainy-polska-moze-nam-przekazac-15-mln-dawek-szczepionki-przeciw-covid-19,30.12.2020,"– Polska po raz kolejny zademonstrowała swój przyjazny stosunek do Ukrainy, proponując nam pewną ilość szczepionki. Chodzi o ok. 1,5 mln szczepionek, które Polska mogłaby nam przekazać po tym, jak sama otrzyma preparaty – poinformował ukraiński wiceminister spraw zagranicznych Jewhenij Jenin, cytowany przez agencję Interfax-Ukraina. Dodał, że Ukraina prowadzi negocjacje w ramach mechanizmów międzynarodowych i liczy na ok. 8 mln dawek szczepionek przeciwko COVID-19.",ERROR
2869,Świat,4,USA: Pierwszy potwierdzony przypadek zakażenia nową mutacją koronawirusa,https://www.tvp.info/51558428/usa-potwierdzono-pierwszy-przypadek-zakazenia-szczepem-vui-20201201-koronawirusa,30.12.2020,"W stanie Kolorado potwierdzono we wtorek pierwszy przypadek zakażenia zmutowanym szczepem koronawirusa, który po raz pierwszy został zidentyfikowany w południowo-wschodniej Anglii. Powiadomił o tym gubernator Jared Polis.",ERROR
2872,Świat,4,Rekordowy przyrost zakażeń na Wyspach. Ponad 53 tysiące w ciągu doby,https://www.tvp.info/51555847/wielka-brytania-rekordowa-dobowa-liczba-zakazen-koronawirusem-tvp-info,29.12.2020,"Aż o 53 135 zwiększyła się liczba wykrytych przypadków koronawirusa w Wielkiej Brytanii, co jest najwyższym dobowym wzrostem od początku epidemii – podał we wtorek po południu brytyjski rząd. Zarejestrowano też 414 zgonów w związku z Covid-19.",ERROR
2874,Świat,4,"Zmarł mężczyzna, który był zakażony koronawirusem przez 250 dni",https://www.tvp.info/51555345/covid-19-we-wloszech-zmarl-mezczyzna-ktory-byl-zakazony-koronawirusem-przez-250-dni-tvp-info,29.12.2020,"W szpitalu w Genui na północy Włoch zmarł pacjent, mający obniżoną odporność, który był zakażony koronawirusem nieprzerwanie przez 250 dni. Według lekarzy to rekordowa  długość tego typu infekcji.",ERROR
2877,Świat,4,"Mutacja koronawirusa. Hiszpanie twierdzą, że znają ją od września",https://www.tvp.info/51554220/w-hiszpanii-znano-nowy-szczep-koronawirusa-juz-we-wrzesniu-tvp-info,29.12.2020,"Rząd Hiszpanii poinformował, że służby medyczne tego kraju wiedziały o istnieniu nowego szczepu koronawirusa już we wrześniu. Ich zdaniem nie spowodował on znaczącego zwiększenia liczby zachorowań na Covid-19.",ERROR
2879,Świat,4,Koronawirus jak broń biologiczna. NATO intensyfikuje działania,https://www.tvp.info/51552095/jens-stoltenberg-nato-pracuje-nad-udoskonaleniem-wymiany-informacji-wywiadowczych-co-mialoby-zapobiec-atakom-z-uzyciem-broni-biologicznej-ich-skutki-zestawia-z-pandemia-koronawirusa,29.12.2020,"Skala pandemii koronawirusa obrazuje, jakie skutki mogłoby mieć użycie broni biologicznej. – Sytuacja zmusza NATO do intensyfikacji działań na rzecz ochrony przed atakami przy użyciu broni biologicznej. Koronawirus nie powstał w laboratorium, ale pokazuje zagrożenia, jakie istnieją w związku z zastosowaniem biologicznych środków bojowych – mówi sekretarz generalny NATO Jens Stoltenberg. Sprawę opisał portal dw.com.",ERROR
2883,Świat,5,Zmutowany koronawirus. Zaskakujące wieści z Niemiec,https://www.tvp.info/51547358/niemcy-zmutowany-koronawirus-pacjent-zmarl,29.12.2020,"Nowa odmiana koronawirusa, którą wykryto w Wielkiej Brytanii, była obecna w Niemczech od co najmniej listopada – poinformowało ministerstwo zdrowia Dolnej Saksonii. Zakażony nim pacjent w podeszłym wieku zmarł.",ERROR
2888,Świat,5,Koronawirus. Węgry otrzymały tysiące dawek rosyjskiej szczepionki,https://www.tvp.info/51535604/koronawirus-wegry-otrzymaly-tysiace-dawek-rosyjskiej-szczepionki-sputnik-v,29.12.2020,"Węgry otrzymały 6 tysięcy dawek rosyjskiej szczepionki przeciwko COVID-19 – poinformował węgierski minister spraw zagranicznych Peter Szijjarto. Nie określił jednak, kiedy rozpocznie się jej podawanie.",ERROR
2892,Świat,5,Koronawirus. We Włoszech wytypowano nową mutację,https://www.tvp.info/51539653/koronawirus-wlochy-wytypowano-nowa-mutacje,29.12.2020,"W Brescii w Lombardii odkryto „włoską odmianę” koronawirusa, która być może jest prekursorem tej angielskiej – ogłosił prezes krajowego Stowarzyszenia Wirusologii Arnaldo Caruso. Jak wyjaśnił, ten wariant krążył w Italii już w sierpniu.",ERROR
2895,Świat,5,Śmiertelne żniwo pandemii. Liczba ofiar przekroczyła w tym kraju 50 tysięcy,https://www.tvp.info/51533492/hiszpania-liczba-ofiar-smiertelnych-pandemii-koronawirusa-przekroczyla-50-tys,28.12.2020,Liczba osób zmarłych w Hiszpanii wskutek zakażenia koronawirusem przekroczyła w poniedziałek 50 tys. – poinformował na konferencji prasowej w Madrycie główny epidemiolog kraju Fernando Simon. Przedstawiciel resortu zdrowia odnotował też spadającą dynamikę dobowych zakażeń.,ERROR
2902,Świat,6,Odnotowano tu najwięcej w Europie zgonów lekarzy; jest 90 tys. zakażonych medyków,https://www.tvp.info/51526733/gdzie-odnotowano-najwiecej-w-europie-zgonow-lekarzy-z-powodu-covid-19-we-wloszech-zakazeniu-uleglo-prawie-90-tys-medykow,28.12.2020,Prawie 90 tysięcy pracowników służby zdrowia we Włoszech zakaziło się koronawirusem od początku pandemii – poinformował w poniedziałek krajowy Instytut Służby Zdrowia. Dane ogłosił dzień po rozpoczęciu szczepień głównie wśród lekarzy i pielęgniarek.,ERROR
2906,Świat,6,„W piekle nie było dla ciebie miejsca”. Papież Franciszek o zakażonym biskupie,https://www.tvp.info/51524968/koronawirus-papiez-franciszek-do-zakazonego-biskupa-w-piekle-nie-bylo-miejsca-dla-ciebie,28.12.2020,"Wiesz, dlaczego żyjesz i masz się dobrze? Ponieważ w piekle nie
było miejsca dla ciebie – tymi słowami papież Franciszek z humorem
skomentował powrót do zdrowia kard. Gualtiero Bassettiego.",ERROR
2913,Świat,6,Kara więzienia dla dziennikarki za opisywanie pandemii w Wuhanie,https://www.tvp.info/51522378/koronawirus-chiny-cztery-lata-wiezienia-za-opisywanie-pandemii-covid-19-w-wuhanie-tvp-info,28.12.2020,"Sąd w Szanghaju skazał chińską dziennikarkę obywatelską Zhang Zhan na cztery lata więzienia za opisywanie sytuacji w Wuhanie na początku pandemii koronawirusa – podał dziennik „South China Morning Post”, powołując się na jednego z prawników skazanej.",ERROR
2915,Świat,6,Szczep koronawirusa z Wielkiej Brytanii wykryty na Maderze,https://www.tvp.info/51521867/nowy-wysoce-zarazliwy-typ-koronawirusa-z-wielkiej-brytanii-wykryty-na-maderze,28.12.2020,"Nowy, zmutowany i wysoce zaraźliwy typ koronawirusa z Wielkiej Brytanii zostały wykryty na Maderze u osób, które przybyły z tego kraju – poinformowały w niedzielę władze regionu. Nie podano, ile osób jest zakażonych nowym szczepem koronawirusa.",ERROR
2922,Świat,7,"Koronawirus. Problemy Bawarii, szczepienia wstrzymane",https://www.tvp.info/51516296/koronawirus-szczepienia-problemy-z-przechowywaniem-szczepionek-w-bawarii,27.12.2020,Problemy z przechowywaniem szczepionek opóźniły w niedzielę kampanię szczepień przeciw COVID-19 w kilku miastach Bawarii – podaje Reuters. Preparat firm Pfizer i BioNTech musi być przechowywany w temperaturze -70 stopni Celsjusza.,ERROR
2923,Świat,7,Szczepionki przeciw COVID-19. Uwaga na oszustów,https://www.tvp.info/51514695/koronawirus-szczepionki-przeciw-covid-19-europol-uwaga-na-oszustow,27.12.2020,"Szefowa unijnej agencji Europol Catherine De Bolle ostrzegła, że grupy przestępcze będą próbowały wykorzystać kampanię szczepień przeciwko COVID-19 do wprowadzenia na rynek i zarobienia na fałszywych, podrabianych szczepionkach.",ERROR
2929,Świat,7,W Czechach najwyższy stopień zagrożenia epidemicznego,https://www.tvp.info/51512424/koronawirus-czechy-najwyzszy-stopien-zagrozenia-epidemicznego,27.12.2020,"W Czechach od północy obowiązuje najwyższy, piąty stopień zagrożenia epidemicznego. Wiąże się on z surowymi restrykcjami sanitarnymi.",ERROR
2938,Świat,7,Słowacja rozpoczęła szczepienia przeciw koronawirusowi,https://www.tvp.info/51509065/slowacja-rozpoczela-szczepienia-przeciw-koronawirusowi-pierwszym-zaszczepionym-jest-60-letni-lekarz-chorob-zakaznych-vladimir-krczmery,26.12.2020,"Słowacja zaczęła w sobotę szczepić swoją populację przeciwko koronawirusowi. Do szpitala w Nitrze dotarł w sobotę pierwszy transport szczepionek przeciwko Covid-19 – podał Państwowy Instytut Kontroli Leków. Pierwszym zaszczepionym jest 60-letni lekarz chorób zakaźnych, Vladimir Krczmery.",ERROR
2941,Świat,8,Zmutowany koronawirus. Jest już w kolejnych miejscach w Europie,https://www.tvp.info/51506028/covid-19-zmutowany-koronawirus-z-wielkiej-brytanii-w-kolejnych-miejscach-w-europie,26.12.2020,"W Szwecji został potwierdzony pierwszy przypadek zakażenia nową, pochodzącą z Wielkiej Brytanii, odmianą COVID-19. Wcześniej obecność brytyjskiej mutacji wirusa SARS-CoV-2 wykryto we Francji i Hiszpanii.",ERROR
2942,Świat,8,"Wielka Brytania: Niewiele zakażeń na 15,5 tys. testów",https://www.tvp.info/51505800/koronawirus-wielka-brytania-na-155-tys-testow-niewiele-przypadkow-zakazen,26.12.2020,Już 15 526 testów na obecność koronawirusa przeprowadzono wśród kierowców czekających na możliwość wyjazdu z Wielkiej Brytanii do Francji i wśród nich tylko 36 dało wynik pozytywny – poinformował w sobotę brytyjski minister transportu Grant Shapps.,ERROR
2944,Świat,8,Pożar szpitala. Zginęli pacjenci zakażeni koronawirusem,https://www.tvp.info/51505545/egipt-pozar-szpitala-sploneli-zarazeni-koronawirusem-siedem-osob-nie-zyje,26.12.2020,"Siedmioro pacjentów chorych na COVID-19 zginęło wskutek pożaru, do jakiego doszło na oddziale intensywnej opieki medycznej w mieście Al-Ubur oddalonym o 35 km na północny wschód od Kairu. Przyczyną pożaru mogło być zwarcie instalacji elektrycznej.",ERROR
2946,Świat,8,Europa: Przypadki zmutowanego koronawirusa potwierdzono w nowym państwie,https://www.tvp.info/51505236/covid-19-hiszpania-potwierdzono-pierwsze-przypadki-zmutowanego-koronawirusa,26.12.2020,"W Hiszpanii potwierdzono pierwsze przypadki zakażenia nową odmianą COVID-19, która ma pochodzić z Wielkiej Brytanii. W Madrycie nowy szczep potwierdzono u czterech osób – poinformowały regionalne władze. Przyjechali oni ostatnio z Wielkiej Brytanii.",ERROR
2947,Świat,8,Francuz zakażony nowym wariantem koronawirusa,https://www.tvp.info/51503789/francja-pozytywny-wynik-testu-na-nowy-wariant-koronawirusa,26.12.2020,"Francuz, który wrócił z Londynu, uzyskał pozytywny wynik testu na nowy wariant koronawirusa, podało w piątek francuskie ministerstwo zdrowia.",ERROR
2965,Świat,9,Prezes BioNTechu: Koronawirus zostanie z nami jeszcze przez dekadę,https://www.tvp.info/51497691/prezes-biontechu-ugur-sachin-koronawirus-zostanie-z-nami-jeszcze-przez-dekade-nie-ocala-nas-od-tego-takze-szczepionki,25.12.2020,"– Tej zimy nie będziemy mieli wpływu na liczbę infekcji, ale musimy mieć wpływ na to, by następna zima miała miejsce już w standardach „nowej normalności” – stwierdził  Ugur Sahin, prezes BioNTech. Jak dodawał, koronawirus ciągle mutuje i nawet zaszczepienie znacznej części populacji nie ocali nas w pełni od problemu.",ERROR
2966,Świat,9,Zmutowany koronawirus coraz bliżej Polski,https://www.tvp.info/51497447/niemcy-zmutowany-koronawirus-coraz-blizej-polski,25.12.2020,"W niemieckim landzie Badenia-Wirtembergia stwierdzono u pacjentki nową, bardziej agresywną odmianę koronawirusa B.1.1.7, wykrytą wcześniej w Wielkiej Brytanii. To pierwszy przypadek u naszych zachodnich sąsiadów.",ERROR
2967,Świat,9,Koronawirus. Terytorialsi testują polskich kierowców ciężarówek w Anglii [WIDEO],https://www.tvp.info/51497314/koronawirus-terytorialsi-testuja-polskich-kierowcow-ciezarowek-w-anglii,25.12.2020,"Polscy medycy, którzy w nocy w czwartku na piątek i nad ranem wykonali 1260 testów i pomogli rozładować zator w Dover i wracają do Polski. Na miejscu zmieniają ich terytorialsi, którzy już dotarli na miejsce i wspomogą testowanie na autostradzie M20 – poinformował wiceszef MSZ Szymon Szynkowski vel Sęk.",ERROR
2971,Świat,9,Zakażony koronawirusem zabił w szpitalu innego pacjenta. Nie lubi modlitwy,https://www.tvp.info/51496461/koronawirus-zakazony-zabil-w-szpitalu-innego-pacjenta-modlitwa-w-szpitalu,25.12.2020,"Zakażony koronawirusem 37-letni Jesse Martinez został oskarżony o morderstwo po tym, gdy w zeszłym tygodniu zabił w szpitalu w Kalifornii innego pacjenta. Ofiara – 82-letni mężczyzna, który również chorował na COVID-19 – został przez niego uderzony butlą z tlenem. Policja podaje, że napastnik zaatakował 82-latka, ponieważ ten zaczął się modlić.",ERROR
2973,Świat,9,Francuskie władze sanitarne zatwierdziły szczepionkę na COVID-19,https://www.tvp.info/51496158/francja-krajowe-wladze-sanitarne-zatwierdzily-szczepionke-na-covid-19,25.12.2020,Krajowe władze sanitarne (HAS) Francji dopuściły na wewnętrzny rynek szczepionkę na COVID-19 wyprodukowaną przez firmy Pfizer i BioNTech. Kampania szczepień rozpocznie się we Francji 27 grudnia – podaje w piątek magazyn „L'Obs”.,ERROR
2989,Świat,0,Koronawirus. Szczepienia w USA idą pełną parą,https://www.tvp.info/51474943/koronawirus-szczepienia-przeciw-covid-19-w-usa-ida-pelna-para,24.12.2020,"Przeciw COVID-19 zaszczepiono już milion Amerykanów – poinformował dyrektor federalnej agencji zdrowia publicznego Robert Redfield. Akcja szczepień preparatem firm Pfizer i BioNTech rozpoczęła się w USA 14 grudnia, a szczepionką Moderny – w poniedziałek.",ERROR
2991,Świat,0,Koronawirus. Znów ogromna liczba ofiar w USA,https://www.tvp.info/51478378/koronawirus-znow-ogromna-liczba-ofiar-covid-19-w-usa,24.12.2020,"Uniwersytet Johnsa Hopkinsa (UJH) w Baltimore poinformował, że w ciągu ostatniej doby zarejestrowano w Stanach Zjednoczonych 3401 ofiar śmiertelnych COVID-19. Obecność koronawirusa potwierdzono u 195 033 kolejnych osób. Jak podał niemiecki Instytut Chorób Zakaźnych im. Roberta Kocha (RKI), w Niemczech te liczby odpowiednio 802 i 32 195.",ERROR
2993,Świat,0,Szczepionki przeciw COVID-19 już w drodze do krajów Unii,https://www.tvp.info/51475432/koronawirus-szczepionki-przeciw-covid-19-juz-w-drodze-do-krajow-unii,24.12.2020,"Pierwsze partie szczepionki na COVID-19 wyprodukowane przez Pfizera-BioNTech, przeznaczone dla krajów Unii Europejskiej opuściły w środę zakłady Pfizera w belgijskiej miejscowości Puurs. Pojazdom transportującym szczepionki towarzyszyła obstawa policji – poinformowała agencja AFP.",ERROR
2995,Świat,0,Rząd w Londynie rozszerza restrykcje. Są kolejne mutacje koronawirusa,https://www.tvp.info/51470204/koronawirus-wielka-brytania-rzad-rozszerza-restrykcje-na-wieksza-czesc-anglii,23.12.2020,"Minister zdrowia Wielkiej Brytanii Matt Hancock poinformował w środę, że od 26 grudnie restrykcje epidemiczne rozszerzone zostaną na większą część wschodniej i południowo-wschodniej Anglii, aby ograniczyć rozprzestrzenianie się nowego szczepu koronawirusa. Hancock poinformował też, że w Wielkiej Brytanii wykryto kolejny wariant patogenu.",ERROR
2996,Świat,0,Papież został poddany testowi na koronawirusa,https://www.tvp.info/51469047/koronawirus-agencja-ansa-papiez-zostal-poddany-testowi-na-koronawirusa,23.12.2020,"Papież Franciszek został poddany testowi na obecność koronawirusa – podała w środę ANSA. Według włoskiej agencji papież został zbadany w poniedziałek po tym, gdy zakażenie stwierdzono u dwóch kardynałów, Konrada Krajewskiego i Giuseppe Bertello.",ERROR
2997,Świat,0,Szczepionka na koronawirusa: są już ulotki po polsku,https://www.tvp.info/51463607/koronawirus-w-polsce-szczepienia-ke-opublikowala-polskojezyczne-druki-informacyjne-dotyczace-szczepionki-przeciwko-covid-19-tvp-info,23.12.2020,"Komisja Europejska opublikowała polskojęzyczne druki informacyjne szczepionki przeciwko COVID-19 – przekazał prezes Urzędu Rejestracji Produktów Leczniczych, Wyrobów Medycznych i Produktów Biobójczych Grzegorz Cessak.",ERROR
3002,Świat,1,Dwie trzecie Włochów chce się zaszczepić przeciwko koronawirusowi,https://www.tvp.info/51463741/pandemia-wlochy-dwie-trzecie-mieszkancow-chce-sie-zaszczepic-przeciwko-koronawirusowi,23.12.2020,Dwie trzecie Włochów deklaruje gotowość do zaszczepienia się przeciwko koronawirusowi – wynika sondażu przeprowadzonego na zlecenie krajowego Instytutu Służby Zdrowia. Celem rozpoczynającej się wkrótce kampanii jest zaszczepienie 42 mln osób do końca lata.,ERROR
3004,Świat,1,Koronawirus. Francja przywróciła możliwość wjazdu z Wielkiej Brytanii,https://www.tvp.info/51459611/koronawirus-francja-przywrocila-mozliwosc-wjazdu-z-wielkiej-brytanii,23.12.2020,O północy Francja częściowo przywróciła możliwość wjazdu na swoje terytorium z Wielkiej Brytanii – poinformował francuski rząd. Warunkiem koniecznym jest negatywny wynik testu na obecność koronawirusa.,ERROR
3006,Świat,1,Biden: W walce z epidemią najciemniejsze dni jeszcze przed nami,https://www.tvp.info/51459856/koronawirus-joe-biden-o-walce-z-epidemia-covid-19,23.12.2020,W walce z koronawirusem „najciemniejsze dni” jeszcze przed nami – ostrzegł amerykański prezydent elekt Joe Biden. Przegłosowany dzień wcześniej przez Kongres pakiet gospodarczy na czas epidemii nazwał „pierwszym krokiem” i zapowiedział kolejny w przyszłym roku.,ERROR
3008,Świat,1,Koronawirus. Francja: szczepienia nie będą obowiązkowe,https://www.tvp.info/51458783/koronawirus-francja-szczepienia-nie-beda-obowiazkowe,23.12.2020,W ciągu ostatnich 24 godzin w szpitalach we Francji na COVID-19 zmarło 386 chorych; zarejestrowano 11 795 nowych zakażeń. Szczepienia przeciwko koronawirusowi nie będą obowiązkowe – zapewnił minister zdrowia Francji Olivier Veran.,ERROR
3015,Świat,1,Rekordowo wysoki wzrost liczby zakażeń koronawirusem w Wielkiej Brytanii,https://www.tvp.info/51455614/w-brytania-szosty-najwyzszy-bilans-zakazensars-cov-2-na-swiecie,22.12.2020,Najwyższą od początku epidemii liczbę nowych zakażeń koronawirusem – 36 804 – wykryto w ciągu ostatniej doby w Wielkiej Brytanii – poinformował we wtorek po południu brytyjski rząd. Zarejestrowano też kolejnych 691 zgonów z powodu Covid-19.,ERROR
3019,Świat,1,„Nie wygląda to dobrze”. Niemiecki wirusolog  o nowym szczepie koronawirusa,https://www.tvp.info/51452704/koronawirus-niemiecki-wirusolog-o-nowym-szczepie-nie-wyglada-to-dobrze,22.12.2020,"Wirusolog z berlińskiej kliniki Charite Christian Drosten wyraził zaniepokojenie nowym szczepem koronawirusa. Zwrócił uwagę, że liczba osób zakażonych VUI-202012/01 wzrosła tylko na obszarach, w których ogólna częstość występowania koronawirusa była wysoka lub rosła.",ERROR
3023,Świat,2,Koronawiurs dotarł na ostatni wolny od niego kontynent.  Kilkanaście osób zakażonych,https://www.tvp.info/51451077/koronawiurs-dotarl-na-antarktyde-ewakuowano-kilkudziesieciu-chilijczykow-z-bazy,22.12.2020,"Na Antarktydzie w chilijskiej bazie badawczej generała Bernardo O'Higgins Riquelme zostało zakażonych koronawirusem 36 osób, w tym 26 członków armii chilijskiej i 10 cywilów – przekazały hiszpańskojęzyczne media.",ERROR
3027,Świat,2,Polski kardynał zakażony koronawirusem. Miał kontakt z papieżem,https://www.tvp.info/51449056/koronawirus-watykan-kardynal-krajewski-zakazony-widzial-sie-z-papiezem-franciszkiem,22.12.2020,"Dwaj pracujący w Watykanie kardynałowie są zakażeni koronawirusem. Jednym z nich jest kard. Konrad Krajewski, jałmużnik papieski. Purpurat kilka dni temu miał kontakt z papieżem Franciszkiem.",ERROR
3028,Świat,2,OIOM-y w Saksonii przeciążone. Pacjenci z COVID-19 przewożeni dalej,https://www.tvp.info/51447963/koronawirus-niemcy-oiom-y-w-saksonii-przeciazone-pacjenci-przewozeni-do-meklemburgii,22.12.2020,Pierwsi pacjenci z COVID-19 z przeciążonych oddziałów intensywnej terapii w szpitalach w Saksonii na wschodzie Niemiec mają zostać przetransportowani we wtorek do Meklemburgii-Pomorza Przedniego – informuje rozgłośnia NDR.,ERROR
3034,Świat,2,Pandemia w Irlandii. Rozpoczęła się trzecia fala,https://www.tvp.info/51440409/pandemia-covid-19-irlandia-rosnaca-liczba-zachorowan-jest-trzecia-fala,22.12.2020,"W Irlandii rozpoczęła się już trzecia fala pandemii COVID-19, a szybko rosnące tempo nowych zachorowań jest bardzo poważnym problemem – oświadczyli wyżsi rangą urzędnicy służby zdrowia.",ERROR
3039,Świat,2,"Koronawirus w Hiszpani. Pomysł rejestru osób, które odmówią zaszczepienia się",https://www.tvp.info/51437361/pandemia-koronawirusa-hiszpania-rzad-pedro-sancheza-planuje-utworzyc-rejestr-osob-ktore-odmowia-szczepienia-przeciwko-covid-19,21.12.2020,"Rząd Pedra Sancheza utworzy spis osób, które odmówią dobrowolnego w Hiszpanii poddania się szczepieniom przeciwko COVID-19 – wynika ze zmian wprowadzonych w poniedziałek do narodowego programu szczepień.",ERROR
3040,Świat,3,Mutacja koronawirusa na Wyspach. Kilkaset osób po powrocie do Polski zgłosiło się na test,https://www.tvp.info/51438000/pandemia-nowa-mutacja-koronawirusa-polska-rzecznik-ministerstwa-zdrowia-wojciech-andrusiewicz-ok-700-osob-po-powrocie-z-wielkiej-brytanii-zglosilo-sie-do-sanepidu-na-test,21.12.2020,"Ok. 700 osób po powrocie z Wielkiej Brytanii, gdzie pojawiła się mutacja wirusa SARS-CoV-2, zgłosiło się do sanepidu, aby otrzymać zlecenie na test – przekazał rzecznik Ministerstwa Zdrowia Wojciech Andrusiewicz. Poinformował, że na testy może zgłosić się każda osoba powracająca z zagranicy do Polski, nie tylko z Wielkiej Brytanii. Jak zaznaczył, ten kierunek jest szczególnie ważny.",ERROR
3042,Świat,3,Koronawirus. Szefowa KE zdecydowała o dopuszczeniu szczepionki,https://www.tvp.info/51436672/koronawirus-szefowa-ke-ursuna-von-der-leyen-zdecydowala-o-dopuszczeniu-szczepionki,21.12.2020,"Komisja Europejska w poniedziałek wydała zgodę na dopuszczenie do obrotu w Unii Europejskiej szczepionki przeciw COVID-19 firm Pfizer i BioNTech – oświadczyła przewodnicząca Komisji Europejskiej Ursula von der Leyen. Przypomniała, że szczepienia zaczną się w Unii Europejskiej w dniach 27-29 grudnia.",ERROR
